Bus ID,lat,lng,Zone,Sub Name,Bus Name,Area,BaseKV,PU Volt,Volt (kV),Angle (Deg),MW Load,Load Mvar,Gen MW,Sub Num,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Zone Num,Bus Type,Sub Area
111382,29.4753,-95.6342,7,THOMPSONS_8,THOMPSONS_8_2,Coast,13.8,1.01199,13.966,-54.99,0.0,,74.0,869,37.67,,0,0,1,PQ (Gens at Var Limit),0
130314,32.4484,-96.8412,5,RED_OAK_4,RED_OAK_4_1,North_Central,138.0,1.01198,139.654,-51.93,17.62,2.78,,1535,,,0,0,1,PQ,0
210022,31.5126,-97.7522,5,GATESVILLE_3,GATESVILLE_3_1,North_Central,138.0,1.01198,139.654,-32.91,0.44,0.12,,3321,,,0,0,1,PQ,0
150198,32.4997,-97.5681,5,GODLEY_5,GODLEY_5_1,North_Central,69.0,1.01198,69.827,-48.28,1.29,0.12,,2003,,,0,0,1,PQ,0
150075,32.5168,-97.6467,5,CRESSON_2,CRESSON_2_1,North_Central,138.0,1.01197,139.652,-44.49,9.3,1.6,,1903,,,0,0,1,PQ,0
120071,28.7422,-99.3192,4,DILLEY_4,DILLEY_4_1,South,138.0,1.01197,139.652,-14.74,0.56,0.17,,951,,,0,0,1,PQ,0
130187,32.8352,-96.6817,5,MESQUITE_26,MESQUITE_26_1,North_Central,69.0,1.01197,69.826,-70.72,10.44,0.87,,1422,,,0,0,1,PQ,0
210009,31.7868,-97.6275,5,CLIFTON_1,CLIFTON_1_1,North_Central,138.0,1.01196,139.65,-33.24,7.41,1.35,,3308,,,0,0,1,PQ,0
210247,30.816,-97.619,5,JARRELL_3,JARRELL_3_1,North_Central,138.0,1.01194,139.647,-42.44,0.0,,,3515,,,0,0,1,PQ,0
130174,32.8267,-96.6372,5,MESQUITE_15,MESQUITE_15_1,North_Central,69.0,1.01188,69.82,-70.37,9.63,2.76,,1410,,,0,0,1,PQ,0
110551,29.7257,-95.1099,7,DEER_PARK_8,DEER_PARK_8_1,Coast,69.0,1.01187,69.819,-66.95,20.88,3.61,,384,,,0,0,1,PQ,0
150416,33.226,-97.5944,5,DECATUR_4,DECATUR_4_1,North_Central,138.0,1.01186,139.636,-45.39,28.89,7.35,,2173,,,0,0,1,PQ,0
120031,29.448,-98.8307,6,RIO_MEDINA_2,RIO_MEDINA_2_1,South_Central,345.0,1.01184,349.086,-25.45,0.0,,,912,,,0,0,1,PQ,0
120166,29.8716,-98.622,6,BERGHEIM_2,BERGHEIM_2_1,South_Central,138.0,1.01183,139.632,-33.43,3.07,0.42,,1043,,,0,0,1,PQ,0
170284,32.931,-96.6603,5,GARLAND_11,GARLAND_11_1,North_Central,69.0,1.01181,69.815,-70.99,38.76,9.69,,2662,,,0,0,1,PQ,0
250315,32.2568,-96.0281,5,EUSTACE_2,EUSTACE_2_1,North_Central,138.0,1.0118,139.629,-59.32,8.22,1.68,,4524,,,0,0,1,PQ,0
210267,31.1165,-97.496,5,BELTON_5,BELTON_5_1,North_Central,138.0,1.0118,139.628,-38.04,0.0,,,3529,,,0,0,1,PQ,0
120038,29.0784,-98.9193,6,MOORE_1,MOORE_1_1,South_Central,138.0,1.0118,139.628,-22.04,3.05,0.64,,918,,,0,0,1,PQ,0
120340,29.4308,-98.4535,6,SAN_ANTONIO_36,SAN_ANTONIO_36_1,South_Central,138.0,1.01177,139.624,-33.88,0.0,,,1181,,,0,0,1,PQ,0
120410,29.3134,-98.475,6,ELMENDORF_10,ELMENDORF_10_1,South_Central,69.0,1.01174,69.81,-35.24,5.06,1.35,,1232,,,0,0,1,PQ,0
230111,30.2511,-96.0704,8,NAVASOTA_2,NAVASOTA_2_1,East,138.0,1.01174,139.62,-48.24,4.61,1.51,,3849,,,0,0,1,PQ,0
120047,28.8305,-99.0804,4,PEARSALL_2,PEARSALL_2_1,South,138.0,1.01174,139.62,-18.1,0.62,0.19,,927,,,0,0,1,PQ,0
270005,30.0745,-98.4333,6,BLANCO_1,BLANCO_1_1,South_Central,138.0,1.01173,139.619,-33.92,1.85,0.56,,4721,,,0,0,1,PQ,0
120147,29.7949,-98.7087,6,BOERNE_4,BOERNE_4_1,South_Central,138.0,1.01173,139.619,-31.66,9.48,2.82,,1026,,,0,0,1,PQ,0
110567,29.0442,-95.5734,7,BRAZORIA_4,BRAZORIA_4_2,Coast,69.0,1.01173,69.809,-53.76,26.6,3.96,,395,,,0,0,1,PQ,0
210001,31.4861,-97.6837,5,GATESVILLE_1,GATESVILLE_1_1,North_Central,138.0,1.01172,139.618,-33.3,19.42,1.0,,3300,,,0,0,1,PQ,0
270184,29.5639,-98.1365,6,MARION_1,MARION_1_1,South_Central,69.0,1.01172,69.809,-41.94,4.36,1.43,,4882,,,0,0,1,PQ,0
270162,29.7696,-97.901,6,MARTINDALE_2,MARTINDALE_2_1,South_Central,69.0,1.01171,69.808,-41.97,7.08,2.55,,4864,,,0,0,1,PQ,0
120329,29.4018,-98.405,6,SAN_ANTONIO_32,SAN_ANTONIO_32_2,South_Central,69.0,1.0117,69.807,-36.36,35.11,11.68,,1173,,,0,0,1,PQ,0
150033,33.5387,-97.424,2,ROSSTON_1,ROSSTON_1_1,North,138.0,1.01166,139.609,-46.85,3.11,0.5,,1861,,,0,0,1,PQ,0
270074,30.0995,-98.4227,6,BLANCO_3,BLANCO_3_1,South_Central,138.0,1.01165,139.608,-34.08,6.87,1.47,,4789,,,0,0,1,PQ,0
170007,33.6706,-97.2477,2,LINDSAY_2,LINDSAY_2_1,North,138.0,1.01165,139.607,-46.91,4.17,0.75,,2439,,,0,0,1,PQ,0
110543,29.6879,-95.1346,7,DEER_PARK_6,DEER_PARK_6_1,Coast,69.0,1.01164,69.803,-66.29,21.44,5.79,,376,,,0,0,1,PQ,0
111124,29.6349,-95.1928,7,PASADENA_6,PASADENA_6_1,Coast,69.0,1.01164,69.803,-68.31,17.31,4.44,,793,,,0,0,1,PQ,0
170581,33.6191,-96.627,2,SHERMAN_6,SHERMAN_6_2,North,13.8,1.01162,13.96,-52.4,0.0,,,2881,,,0,0,1,PQ,0
170580,33.6191,-96.627,2,SHERMAN_6,SHERMAN_6_1,North,138.0,1.01162,139.604,-52.4,16.17,15.21,,2881,,,0,0,1,PQ,0
210095,31.5317,-98.1404,5,EVANT_5,EVANT_5_1,North_Central,138.0,1.01161,139.602,-28.08,1.54,0.31,,3391,,,0,0,1,PQ,0
110821,29.67,-95.7301,7,RICHMOND_13,RICHMOND_13_1,Coast,69.0,1.0116,69.801,-65.4,21.62,2.72,,599,,,0,0,1,PQ,0
240207,32.0501,-100.6917,3,SILVER_1,SILVER_1_5,West,18.0,1.01159,18.209,21.18,0.0,,,4183,,,0,0,1,PQ,0
240203,32.0501,-100.6917,3,SILVER_1,SILVER_1_1,West,138.0,1.01159,139.599,21.18,4.54,1.64,,4183,,0.0,0,0,1,PQ,0
240206,32.0501,-100.6917,3,SILVER_1,SILVER_1_4,West,1.0,1.01159,1.012,21.18,0.0,,,4183,,,0,0,1,PQ,0
240205,32.0501,-100.6917,3,SILVER_1,SILVER_1_3,West,13.8,1.01159,13.96,21.18,0.0,,,4183,,,0,0,1,PQ,0
240204,32.0501,-100.6917,3,SILVER_1,SILVER_1_2,West,13.8,1.01159,13.96,21.18,0.0,,,4183,,,0,0,1,PQ,0
250268,33.6362,-95.5045,2,PARIS_9,PARIS_9_1,North,138.0,1.01159,139.599,-45.9,9.71,1.29,,4484,,,0,0,1,PQ,0
170337,32.8885,-96.6741,5,GARLAND_23,GARLAND_23_1,North_Central,69.0,1.01158,69.799,-71.87,3.4,1.12,,2700,,,0,0,1,PQ,0
120293,29.8967,-98.4206,6,SPRING_BRANCH_2,SPRING_BRANCH_2_2,South_Central,69.0,1.01157,69.799,-38.19,6.47,0.77,,1148,,,0,0,1,PQ,0
110586,29.7688,-95.7527,7,KATY_81,KATY_81_2,Coast,138.0,1.01157,139.597,-59.62,0.0,,,409,,,0,0,1,PQ,0
120364,29.6114,-98.4868,6,SAN_ANTONIO_38,SAN_ANTONIO_38_2,South_Central,69.0,1.01156,69.798,-38.82,49.93,6.6,,1196,,,0,0,1,PQ,0
210003,31.782,-97.8023,5,CRANFILLS_GAP_1,CRANFILLS_GAP_1_1,North_Central,138.0,1.01156,139.595,-31.65,4.86,1.81,,3302,,,0,0,1,PQ,0
130076,32.7422,-96.5482,5,SUNNYVALE_1,SUNNYVALE_1_1,North_Central,138.0,1.01156,139.595,-60.6,0.0,,,1342,,,0,0,1,PQ,0
150206,32.7053,-97.3653,5,FORT_WORTH_6,FORT_WORTH_6_1,North_Central,69.0,1.01155,69.797,-55.81,34.47,11.58,,2009,,,0,0,1,PQ,0
210299,31.8243,-98.7897,5,BLANKET_2,BLANKET_2_1,North_Central,138.0,1.01155,139.594,-17.16,1.39,0.39,,3557,,,0,0,1,PQ,0
250166,33.5147,-95.2011,2,BOGATA_3,BOGATA_3_1,North,138.0,1.01154,139.593,-44.48,1.66,0.27,,4386,,,0,0,1,PQ,0
120200,29.6583,-98.5997,6,HELOTES_1,HELOTES_1_1,South_Central,69.0,1.01154,69.796,-38.06,9.01,2.37,,1076,,,0,0,1,PQ,0
130078,32.7833,-96.5784,5,SUNNYVALE_2,SUNNYVALE_2_1,North_Central,69.0,1.01154,69.796,-66.77,61.07,14.82,,1343,,,0,0,1,PQ,0
110419,29.8047,-95.1217,7,CHANNELVIEW_5,CHANNELVIEW_5_3,Coast,69.0,1.01153,69.795,-66.26,51.53,16.95,,282,,,0,0,1,PQ,0
110922,29.5977,-95.4783,7,FRESNO_5,FRESNO_5_2,Coast,69.0,1.01152,69.795,-65.11,42.13,9.98,,668,,,0,0,1,PQ,0
250017,32.5832,-95.9474,8,CANTON_1,CANTON_1_1,East,138.0,1.0115,139.588,-60.41,14.63,3.51,,4239,,,0,0,1,PQ,0
150191,32.506,-97.3785,5,JOSHUA_5,JOSHUA_5_2,North_Central,69.0,1.0115,69.794,-48.02,6.6,1.78,,1999,,,0,0,1,PQ,0
230043,30.1813,-96.3605,6,BRENHAM_3,BRENHAM_3_1,South_Central,138.0,1.01148,139.584,-45.78,8.03,1.2,,3784,,,0,0,1,PQ,0
250077,33.2313,-95.0778,8,WINFIELD_1,WINFIELD_1_1,East,138.0,1.01147,139.583,-48.5,9.34,1.62,,4298,,,0,0,1,PQ,0
111385,28.9792,-95.3069,7,FREEPORT_3,FREEPORT_3_1,Coast,138.0,1.01147,139.582,-52.05,0.0,,,871,,,0,0,1,PQ,0
170056,33.4405,-96.5361,2,VAN_ALSTYNE_1,VAN_ALSTYNE_1_1,North,138.0,1.01146,139.581,-62.8,8.34,2.3,,2488,,,0,0,1,PQ,0
130006,32.0154,-96.3156,5,CORSICANA_1,CORSICANA_1_1,North_Central,138.0,1.01146,139.581,-54.89,12.02,0.79,,1281,,,0,0,1,PQ,0
130081,32.7604,-96.592,5,MESQUITE_2,MESQUITE_2_2,North_Central,69.0,1.01145,69.79,-65.83,99.4,23.55,,1345,,,0,0,1,PQ,0
210173,31.1298,-97.7251,5,KILLEEN_3,KILLEEN_3_3,North_Central,69.0,1.01144,69.789,-38.92,53.37,17.41,,3455,,,0,0,1,PQ,0
210019,31.5183,-97.807,5,GATESVILLE_2,GATESVILLE_2_1,North_Central,138.0,1.01144,139.578,-32.39,1.78,0.35,,3318,,,0,0,1,PQ,0
130315,32.0851,-96.5003,5,BARRY_4,BARRY_4_1,North_Central,138.0,1.01143,139.577,-46.33,86.27,58.52,,1536,,,0,0,1,PQ,0
170451,33.6302,-97.1243,2,GAINESVILLE_4,GAINESVILLE_4_2,North,138.0,1.01141,139.575,-49.46,23.33,4.07,,2802,,,0,0,1,PQ,0
111090,29.4081,-94.9323,7,TEXAS_CITY_3,TEXAS_CITY_3_1,Coast,69.0,1.0114,69.787,-72.23,23.08,5.67,,770,,,0,0,1,PQ,0
220137,30.8848,-101.9208,1,IRAAN_2,IRAAN_2_1,Far_West,138.0,1.01139,139.572,26.22,0.0,,,3702,,,0,0,1,PQ,0
220140,30.8848,-101.9208,1,IRAAN_2,IRAAN_2_4,Far_West,1.0,1.01139,1.011,26.22,0.0,,,3702,,,0,0,1,PQ,0
220139,30.8848,-101.9208,1,IRAAN_2,IRAAN_2_3,Far_West,13.8,1.01139,13.957,26.22,0.0,,,3702,,,0,0,1,PQ,0
220138,30.8848,-101.9208,1,IRAAN_2,IRAAN_2_2,Far_West,13.8,1.01139,13.957,26.22,0.0,,,3702,,,0,0,1,PQ,0
230022,29.8458,-96.8341,6,LA_GRANGE_3,LA_GRANGE_3_1,South_Central,138.0,1.01137,139.569,-44.66,6.0,1.33,,3764,,14.63,0,0,1,PQ,0
210310,31.4253,-97.6968,5,GATESVILLE_8,GATESVILLE_8_1,North_Central,138.0,1.01136,139.568,-33.0,4.01,1.06,,3564,,,0,0,1,PQ,0
150179,32.5409,-97.3285,5,BURLESON_3,BURLESON_3_1,North_Central,138.0,1.01135,139.566,-47.91,0.0,,,1990,,,0,0,1,PQ,0
160167,28.6144,-96.6337,7,PORT_LAVACA_5,PORT_LAVACA_5_1,Coast,138.0,1.01135,139.566,-24.93,32.56,6.2,,2380,,,0,0,1,PQ,0
170575,33.6561,-97.1486,2,GAINESVILLE_7,GAINESVILLE_7_2,North,13.8,1.01134,13.956,-50.02,0.0,,,2878,,,0,0,1,PQ,0
170574,33.6561,-97.1486,2,GAINESVILLE_7,GAINESVILLE_7_1,North,138.0,1.01134,139.564,-50.02,0.0,,,2878,,,0,0,1,PQ,0
110865,29.8287,-95.0554,7,HIGHLANDS_3,HIGHLANDS_3_1,Coast,69.0,1.01133,69.782,-66.6,26.19,10.44,,632,,,0,0,1,PQ,0
140086,30.2532,-97.783,6,AUSTIN_22,AUSTIN_22_1,South_Central,69.0,1.01131,69.78,-49.26,17.14,0.93,,1652,,,0,0,1,PQ,0
150340,32.6535,-97.3642,5,CROWLEY_8,CROWLEY_8_1,North_Central,69.0,1.01131,69.78,-53.84,53.79,18.88,,2104,,,0,0,1,PQ,0
130230,32.5775,-96.8517,5,DESOTO_15,DESOTO_15_1,North_Central,69.0,1.0113,69.78,-63.7,4.15,0.87,,1460,,,0,0,1,PQ,0
150351,33.9347,-98.5259,2,SHEPPARD_AFB_2,SHEPPARD_AFB_2_1,North,138.0,1.0113,139.559,-22.31,50.68,17.47,,2111,,,0,0,1,PQ,0
210005,31.7312,-97.9062,5,JONESBORO_1,JONESBORO_1_1,North_Central,138.0,1.01129,139.559,-30.73,1.83,0.54,,3304,,,0,0,1,PQ,0
250031,33.0525,-95.8002,8,CUMBY_4,CUMBY_4_1,East,138.0,1.01129,139.558,-54.47,6.39,1.7,,4253,,,0,0,1,PQ,0
210134,31.5322,-97.1211,5,WACO_5,WACO_5_2,North_Central,69.0,1.01128,69.778,-40.34,50.95,8.26,,3427,,,0,0,1,PQ,0
230085,30.8116,-95.5174,8,HUNTSVILLE_1,HUNTSVILLE_1_1,East,138.0,1.01128,139.557,-51.4,23.01,8.2,,3823,,,0,0,1,PQ,0
170401,32.8791,-96.6804,5,GARLAND_63,GARLAND_63_1,North_Central,69.0,1.01126,69.777,-71.8,16.21,8.94,,2760,,,0,0,1,PQ,0
170400,32.879,-96.6804,5,GARLAND_62,GARLAND_62_1,North_Central,69.0,1.01126,69.777,-71.84,19.8,10.71,,2759,,,0,0,1,PQ,0
240162,32.4523,-99.7022,3,ABILENE_4,ABILENE_4_1,West,138.0,1.01126,139.554,-0.67,43.08,12.43,,4155,,,0,0,1,PQ,0
250098,33.2502,-95.6913,8,SULPHUR_SPRINGS_2,SULPHUR_SPRINGS_2_1,East,138.0,1.01125,139.553,-48.81,2.91,0.62,,4319,,,0,0,1,PQ,0
240007,30.8485,-100.373,3,ELDORADO_2,ELDORADO_2_1,West,138.0,1.01125,139.552,0.73,0.75,0.23,,4007,,,0,0,1,PQ,0
150215,32.7604,-97.3003,5,FORT_WORTH_13,FORT_WORTH_13_1,North_Central,69.0,1.01124,69.776,-56.2,28.37,7.78,,2016,,,0,0,1,PQ,0
140047,30.5834,-98.1131,6,MARBLE_FALLS_4,MARBLE_FALLS_4_1,South_Central,138.0,1.01124,139.55,-37.6,2.16,0.25,,1620,,,0,0,1,PQ,0
150146,32.7586,-97.2467,5,HALTOM_CITY_3,HALTOM_CITY_3_1,North_Central,69.0,1.01123,69.775,-58.97,36.77,11.81,,1966,,,0,0,1,PQ,0
210036,31.4027,-98.0402,5,EVANT_2,EVANT_2_1,North_Central,138.0,1.01119,139.544,-29.72,4.17,0.93,,3335,,,0,0,1,PQ,0
120040,28.9643,-98.9497,4,MOORE_2,MOORE_2_1,South,138.0,1.01119,139.544,-20.07,0.71,0.21,,920,,,0,0,1,PQ,0
210312,31.4179,-97.5102,5,OGLESBY_5,OGLESBY_5_1,North_Central,138.0,1.01119,139.544,-34.52,1.37,0.37,,3566,,,0,0,1,PQ,0
210089,31.6162,-98.0673,5,PURMELA_2,PURMELA_2_1,North_Central,138.0,1.01118,139.543,-29.24,2.72,0.83,,3388,,,0,0,1,PQ,0
260166,33.1109,-97.1502,5,ARGYLE_5,ARGYLE_5_1,North_Central,69.0,1.01118,69.771,-61.5,10.85,3.38,,4684,,,0,0,1,PQ,0
250265,33.1856,-94.9814,8,MOUNT_PLEASANT_3,MOUNT_PLEASANT_3_1,East,138.0,1.01116,139.54,-51.01,9.34,3.13,,4481,,,0,0,1,PQ,0
110631,29.6129,-95.6208,7,SUGAR_LAND_25,SUGAR_LAND_25_1,Coast,69.0,1.01115,69.769,-64.15,4.17,1.41,,449,,,0,0,1,PQ,0
210017,31.4741,-97.5829,5,OGLESBY_2,OGLESBY_2_1,North_Central,138.0,1.01114,139.538,-33.45,2.3,0.83,,3316,,,0,0,1,PQ,0
240018,30.2008,-99.8238,3,MOUNTAIN_HOME_4,MOUNTAIN_HOME_4_1,West,138.0,1.01114,139.537,-14.59,4.48,1.08,,4015,,,0,0,1,PQ,0
210140,31.5437,-96.9948,5,RIESEL_3,RIESEL_3_1,North_Central,69.0,1.01112,69.767,-41.72,4.63,1.04,,3433,,,0,0,1,PQ,0
250083,33.0238,-95.5314,8,COMO_2,COMO_2_1,East,138.0,1.01112,139.535,-55.4,8.09,1.06,,4304,,,0,0,1,PQ,0
130226,32.5943,-96.8522,5,DESOTO_12,DESOTO_12_1,North_Central,69.0,1.01111,69.767,-63.59,3.59,0.58,,1457,,,0,0,1,PQ,0
170169,33.0069,-96.5355,5,WYLIE_1,WYLIE_1_2,North_Central,138.0,1.01111,139.533,-60.04,0.0,,,2579,,,0,0,1,PQ,0
140186,30.4578,-97.6451,6,ROUND_ROCK_4,ROUND_ROCK_4_2,South_Central,138.0,1.01108,139.529,-40.92,0.0,,,1729,,,0,0,1,PQ,0
170391,32.8275,-96.6129,5,MESQUITE_37,MESQUITE_37_1,North_Central,69.0,1.01105,69.762,-70.06,4.79,1.43,,2750,,,0,0,1,PQ,0
111394,29.4924,-94.9848,7,BACLIFF_3,BACLIFF_3_2,Coast,138.0,1.01104,139.524,-58.18,0.0,,,874,,,0,0,1,PQ,0
210287,31.2168,-98.393,3,LOMETA_5,LOMETA_5_1,West,138.0,1.01104,139.523,-27.58,3.49,1.16,,3545,,,0,0,1,PQ,0
240135,31.9254,-100.614,3,ROBERT_LEE_2,ROBERT_LEE_2_1,West,138.0,1.01102,139.521,16.93,0.0,,,4128,,,0,0,1,PQ,0
120332,29.3843,-98.3608,6,CONVERSE_1,CONVERSE_1_1,South_Central,69.0,1.01102,69.761,-36.11,23.62,5.85,,1175,,,0,0,1,PQ,0
260207,32.4302,-97.0537,5,VENUS_3,VENUS_3_2,North_Central,138.0,1.01101,139.52,-49.71,0.0,,,4715,,,0,0,1,PQ,0
250275,33.1564,-94.9695,8,MOUNT_PLEASANT_4,MOUNT_PLEASANT_4_1,East,138.0,1.01098,139.515,-51.36,83.28,11.1,,4490,,,0,0,1,PQ,0
120323,29.475,-98.6179,6,LACKLAND_A_F_B_13,LACKLAND_A_F_B_13_1,South_Central,69.0,1.01097,69.757,-37.26,23.37,5.27,,1169,,,0,0,1,PQ,0
150172,32.353,-97.4613,5,GODLEY_3,GODLEY_3_2,North_Central,69.0,1.01091,69.753,-47.89,2.3,0.71,,1984,,,0,0,1,PQ,0
130008,31.9777,-96.6983,5,BARRY_1,BARRY_1_1,North_Central,138.0,1.01088,139.502,-52.59,6.35,2.05,,1283,,,0,0,1,PQ,0
130170,32.8181,-96.6217,5,MESQUITE_11,MESQUITE_11_1,North_Central,69.0,1.01088,69.75,-69.7,10.09,3.51,,1406,,,0,0,1,PQ,0
120327,29.3712,-98.4601,6,SAN_ANTONIO_31,SAN_ANTONIO_31_2,South_Central,69.0,1.01085,69.749,-35.44,24.72,2.64,,1172,,,0,0,1,PQ,0
210054,30.9559,-97.9376,5,BRIGGS_1,BRIGGS_1_1,North_Central,138.0,1.01084,139.496,-34.62,7.03,1.72,,3353,,,0,0,1,PQ,0
170428,33.1555,-97.0928,5,DENTON_3,DENTON_3_2,North_Central,69.0,1.01082,69.747,-61.77,41.36,8.88,,2786,,,0,0,1,PQ,0
110792,29.7494,-95.3689,7,HOUSTON_33,HOUSTON_33_1,Coast,69.0,1.0108,69.745,-68.51,48.56,14.36,,577,,,0,0,1,PQ,0
210162,30.8129,-97.424,6,BARTLETT_1,BARTLETT_1_2,South_Central,69.0,1.0108,69.745,-42.88,9.38,2.05,,3448,,,0,0,1,PQ,0
110189,29.8568,-95.6639,7,KATY_9,KATY_9_2,Coast,69.0,1.01079,69.744,-66.77,10.92,1.66,,93,,,0,0,1,PQ,0
210307,31.4258,-97.7219,5,GATESVILLE_7,GATESVILLE_7_2,North_Central,138.0,1.01079,139.489,-31.92,29.3,8.36,,3563,,,0,0,1,PQ,0
140081,30.2365,-97.7538,6,AUSTIN_18,AUSTIN_18_1,South_Central,69.0,1.01078,69.744,-48.55,20.42,4.32,,1647,,,0,0,1,PQ,0
110866,29.9279,-95.1603,7,CROSBY_1,CROSBY_1_1,Coast,138.0,1.01078,139.488,-63.59,0.0,,,633,,,0,0,1,PQ,0
170506,32.7603,-96.4592,5,FORNEY_4,FORNEY_4_1,North_Central,138.0,1.01078,139.487,-59.46,24.4,5.08,,2854,,,0,0,1,PQ,0
170217,33.1073,-96.8969,5,THE_COLONY_5,THE_COLONY_5_1,North_Central,69.0,1.01077,69.743,-70.16,21.96,7.2,,2611,,,0,0,1,PQ,0
160161,27.6914,-97.3588,4,CORPUS_CHRISTI_26,CORPUS_CHRISTI_26_1,South,138.0,1.01077,139.486,-5.66,74.96,25.71,,2374,,,0,0,1,PQ,0
110794,29.7494,-95.3689,7,HOUSTON_34,HOUSTON_34_2,Coast,69.0,1.01076,69.742,-68.5,34.22,8.32,,578,,,0,0,1,PQ,0
210053,30.8037,-98.2921,6,BURNET_4,BURNET_4_1,South_Central,138.0,1.01075,139.483,-36.2,4.69,1.43,,3352,,,0,0,1,PQ,0
210006,31.6051,-97.9014,5,JONESBORO_2,JONESBORO_2_1,North_Central,138.0,1.01075,139.483,-30.83,7.45,0.6,,3305,,,0,0,1,PQ,0
110467,29.5948,-95.2348,7,PEARLAND_3,PEARLAND_3_1,Coast,69.0,1.01072,69.74,-69.1,43.23,3.32,,315,,,0,0,1,PQ,0
250030,33.1578,-95.7451,8,CUMBY_3,CUMBY_3_1,East,138.0,1.01072,139.479,-53.6,6.35,1.76,,4252,,,0,0,1,PQ,0
170004,33.6281,-97.0688,2,GAINESVILLE_1,GAINESVILLE_1_1,North,138.0,1.01072,139.479,-47.95,14.13,2.41,,2436,,,0,0,1,PQ,0
210155,30.9438,-97.5288,5,SALADO_1,SALADO_1_1,North_Central,138.0,1.01071,139.479,-41.75,0.0,,,3443,,,0,0,1,PQ,0
150196,32.4713,-97.3858,5,JOSHUA_6,JOSHUA_6_4,North_Central,1.0,1.0107,1.011,-47.47,0.0,,,2001,,,0,0,1,PQ,0
150195,32.4713,-97.3858,5,JOSHUA_6,JOSHUA_6_3,North_Central,13.8,1.0107,13.948,-47.47,0.0,,,2001,,,0,0,1,PQ,0
110404,29.781,-94.9402,7,BAYTOWN_7,BAYTOWN_7_1,Coast,138.0,1.01069,139.476,-62.1,219.62,131.78,,274,,,0,0,1,PQ,0
110428,29.7569,-95.124,7,CHANNELVIEW_10,CHANNELVIEW_10_1,Coast,69.0,1.01069,69.738,-66.41,52.81,17.51,,290,,,0,0,1,PQ,0
110276,29.8573,-95.6904,7,KATY_65,KATY_65_1,Coast,69.0,1.01068,69.737,-66.9,6.54,1.35,,175,,84.78,0,0,1,PQ,0
120073,28.8795,-98.9065,4,BIGFOOT_2,BIGFOOT_2_1,South,138.0,1.01068,139.474,-19.11,0.95,0.31,,953,,,0,0,1,PQ,0
170452,33.6143,-97.149,2,GAINESVILLE_5,GAINESVILLE_5_1,North,138.0,1.01067,139.473,-49.57,13.8,4.15,,2803,,,0,0,1,PQ,0
120272,29.4764,-98.5828,6,SAN_ANTONIO_16,SAN_ANTONIO_16_1,South_Central,69.0,1.01066,69.736,-38.25,26.62,4.48,,1133,,,0,0,1,PQ,0
210035,31.4933,-97.9631,5,PURMELA_1,PURMELA_1_1,North_Central,138.0,1.01064,139.469,-29.61,4.46,1.49,,3334,,,0,0,1,PQ,0
230070,29.9085,-96.8742,6,LA_GRANGE_4,LA_GRANGE_4_1,South_Central,138.0,1.01064,139.469,-44.2,13.76,3.84,,3810,,,0,0,1,PQ,0
210045,31.2279,-98.1536,3,LAMPASAS_4,LAMPASAS_4_1,West,138.0,1.01062,139.466,-31.67,3.05,0.87,,3344,,,0,0,1,PQ,0
260198,32.3306,-96.9902,5,MAYPEARL_2,MAYPEARL_2_1,North_Central,138.0,1.01061,139.465,-54.85,6.43,0.39,,4711,,7.97,0,0,1,PQ,0
170250,33.0328,-96.7786,5,PLANO_10,PLANO_10_1,North_Central,69.0,1.01061,69.732,-70.75,33.81,11.6,,2635,,,0,0,1,PQ,0
270044,29.3576,-96.8576,6,HALLETTSVILLE_3,HALLETTSVILLE_3_1,South_Central,138.0,1.01061,139.464,-44.49,3.24,1.02,,4759,,,0,0,1,PQ,0
120488,29.3468,-98.6536,6,LACKLAND_A_F_B_21,LACKLAND_A_F_B_21_7,South_Central,13.8,1.0106,13.946,-35.86,0.0,,,1259,,,0,0,1,PQ,0
120487,29.3468,-98.6536,6,LACKLAND_A_F_B_21,LACKLAND_A_F_B_21_6,South_Central,18.0,1.0106,18.191,-35.86,0.0,,,1259,,,0,0,1,PQ,0
120486,29.3468,-98.6536,6,LACKLAND_A_F_B_21,LACKLAND_A_F_B_21_5,South_Central,18.0,1.0106,18.191,-35.86,0.0,,,1259,,,0,0,1,PQ,0
120482,29.3468,-98.6536,6,LACKLAND_A_F_B_21,LACKLAND_A_F_B_21_1,South_Central,69.0,1.0106,69.732,-35.86,0.0,,,1259,,,0,0,1,PQ,0
120485,29.3468,-98.6536,6,LACKLAND_A_F_B_21,LACKLAND_A_F_B_21_4,South_Central,1.0,1.0106,1.011,-35.86,0.0,,,1259,,,0,0,1,PQ,0
120484,29.3468,-98.6536,6,LACKLAND_A_F_B_21,LACKLAND_A_F_B_21_3,South_Central,13.2,1.0106,13.34,-35.86,0.0,,,1259,,,0,0,1,PQ,0
120483,29.3468,-98.6536,6,LACKLAND_A_F_B_21,LACKLAND_A_F_B_21_2,South_Central,13.2,1.0106,13.34,-35.86,0.0,,,1259,,,0,0,1,PQ,0
170468,33.7353,-96.5196,2,DENISON_4,DENISON_4_1,North,138.0,1.0106,139.463,-52.12,17.91,5.85,,2818,,,0,0,1,PQ,0
