BUS UID,Bus ID,Name of Bus,ID,Status,Gen MW,PMin MW,PMax MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Price $/MMBTU,IOD,AVR,RegBus Num,Fuel,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model,GEN UID,Unit Type,Ramp Rate MW/Min,Min Up Time Hr,Min Down Time Hr,Unit Group,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fixed Cost($/hr),MW Break 1,MWh Price 1,MW Break 2,MWh Price 2,MW Break 3,MWh Price 3,MW Break 4,MWh Price 4,MW Break 5,MWh Price 5
150439_1,150439,GORDON 3 6,1,Closed,66.0,8.92,66.0,YES,5,8.31,0.003,0.0,3.353,0,YES,150439,NG (Natural Gas),1.04,-19.48,33.59,YES,66.0,Piecewise Linear,NaturalGasSteamTurbine_150439_1,Natural Gas Steam Turbine,0.3564,8,8,U66,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,358.17,8.92,34.32,20.34,35.09,31.75,35.85,43.17,36.62,54.58,37.38
150441_1,150441,GLEN ROSE 5 2,1,Closed,849.23,571.44,1205.0,YES,5,8.09,0.002,0.0,0.75,0,YES,150440,NUC (Nuclear),1.04,-409.05,443.44,YES,1205.0,Piecewise Linear,Nuclear_150441_1,Nuclear,3.2110000000000003,168,24,U1205,13.0,6.5,3.25,78978.0,0.0,9999.0,0.0,11062.92,571.44,16.55,698.15,18.45,824.86,20.35,951.58,22.25,1078.29,24.15
150442_1,150442,GLEN ROSE 5 3,1,Closed,829.22,212.97,1195.0,YES,5,8.11,0.002,0.0,0.75,0,YES,150440,NUC (Nuclear),1.04,-369.2,439.76,YES,1195.0,Piecewise Linear,Nuclear_150442_1,Nuclear,3.185,168,24,U1195,13.0,6.5,3.25,78978.0,0.0,9999.0,0.0,2848.34,212.97,11.43,409.38,14.38,605.78,17.32,802.19,20.27,998.59,23.22
150445_1,150445,GRANBURY 10 3,1,Closed,71.0,23.29,71.0,YES,5,8.39,0.001,0.0,3.057,0,YES,150445,NG (Natural Gas),1.04,-20.43,36.14,YES,71.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_150445_1,Natural Gas Fired Combustion Turbine,17.6,1,1,U71,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,875.79,23.29,32.14,32.83,32.72,42.37,33.31,51.92,33.89,61.46,34.47
150446_1,150446,GRANBURY 10 4,1,Closed,70.0,21.98,70.0,YES,5,8.55,0.0026,0.0,3.406,0,YES,150446,NG (Natural Gas),1.04,-19.83,35.63,YES,70.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_150446_1,Natural Gas Fired Combustion Turbine,17.4,1,1,U70,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,918.62,21.98,35.72,31.58,36.38,41.19,37.03,50.79,37.68,60.4,38.34
150447_1,150447,GRANBURY 10 5,1,Closed,70.0,13.28,70.0,YES,5,8.26,0.0003,0.0,3.417,0,YES,150447,NG (Natural Gas),1.04,-24.37,35.63,YES,70.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_150447_1,Natural Gas Fired Combustion Turbine,17.2,1,1,U70,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,548.03,13.28,35.27,24.62,36.05,35.97,36.82,47.31,37.6,58.66,38.37
150448_1,150448,GRANBURY 10 6,1,Closed,71.0,31.3,71.0,YES,5,8.58,0.0015,0.0,3.243,0,YES,150448,NG (Natural Gas),1.04,-22.95,36.14,YES,71.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_150448_1,Natural Gas Fired Combustion Turbine,17.2,1,1,U71,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,1266.68,31.3,34.59,39.24,35.1,47.18,35.62,55.12,36.13,63.06,36.65
150451_1,150451,WICHITA FALLS 11 3,1,Closed,1.97,1.97,19.7,YES,5,8.1,0.0027,0.0,3.184,0,YES,150451,NG (Natural Gas),1.04,-5.6,10.03,YES,19.7,Piecewise Linear,NaturalGasFiredCombinedCycle_150451_1,Natural Gas Fired Combined Cycle,0.13002,4,4,U19,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,73.81,1.97,32.02,5.52,32.25,9.06,32.47,12.61,32.7,16.15,32.93
150452_1,150452,WICHITA FALLS 11 4,1,Closed,3.14,3.14,19.7,YES,5,8.3,0.0005,0.0,3.174,0,YES,150452,NG (Natural Gas),1.04,-5.31,10.03,YES,19.7,Piecewise Linear,NaturalGasFiredCombinedCycle_150452_1,Natural Gas Fired Combined Cycle,0.13002,4,4,U19,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,117.53,3.14,31.99,6.45,32.2,9.76,32.41,13.08,32.62,16.39,32.83
150454_1,150454,WICHITA FALLS 11 6,1,Closed,3.54,3.54,19.7,YES,5,8.68,0.0024,0.0,2.833,0,YES,150454,NG (Natural Gas),1.04,-5.6,10.03,YES,19.7,Piecewise Linear,NaturalGasFiredCombinedCycle_150454_1,Natural Gas Fired Combined Cycle,0.13002,4,4,U19,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,118.36,3.54,28.58,6.77,28.76,10.0,28.94,13.24,29.13,16.47,29.31
150454_2,150454,WICHITA FALLS 11 6,2,Closed,1.83,1.83,17.0,YES,5,8.8,0.0005,0.0,3.52,0,YES,150454,NG (Natural Gas),1.04,-5.55,8.65,YES,17.0,Piecewise Linear,NaturalGasFiredCombinedCycle_150454_2,Natural Gas Fired Combined Cycle,0.1056,4,4,U17,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,75.76,1.83,35.38,4.86,35.6,7.9,35.81,10.93,36.02,13.97,36.24
150462_1,150462,JOSHUA 7 3,1,Closed,126.95,42.85,163.0,YES,5,8.27,0.0001,0.0,3.22,0,YES,150462,NG (Natural Gas),1.04,-53.71,82.97,YES,163.0,Piecewise Linear,NaturalGasFiredCombinedCycle_150462_1,Natural Gas Fired Combined Cycle,1.1484,4,4,U163,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,1772.08,42.85,35.35,66.88,36.89,90.91,38.44,114.94,39.99,138.97,41.54
150463_1,150463,JOSHUA 7 4,1,Closed,104.0,37.04,104.0,YES,5,8.27,0.0003,0.0,3.136,0,YES,150463,NG (Natural Gas),1.04,-31.43,52.94,YES,104.0,Piecewise Linear,NaturalGasFiredCombinedCycle_150463_1,Natural Gas Fired Combined Cycle,0.6864,4,4,U104,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,1468.82,37.04,33.89,50.43,34.73,63.82,35.57,77.22,36.41,90.61,37.25
150476_1,150476,RAINBOW 4 2,1,Closed,78.63,78.63,280.0,YES,5,8.33,0.0001,0.0,3.424,0,YES,150475,NG (Natural Gas),1.042,-73.64,142.52,YES,280.0,Piecewise Linear,NaturalGasFiredCombinedCycle_150476_1,Natural Gas Fired Combined Cycle,1.9338,4,4,U280,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,3708.78,78.63,40.31,118.9,43.07,159.18,45.83,199.45,48.59,239.73,51.35
150477_1,150477,RAINBOW 4 3,1,Closed,196.23,49.82,212.5,YES,5,8.03,0.001,0.0,2.886,0,YES,150477,NG (Natural Gas),1.04,-65.51,108.16,YES,212.5,Piecewise Linear,NaturalGasFiredCombinedCycle_150477_1,Natural Gas Fired Combined Cycle,1.6434,4,4,U212,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1877.22,49.82,32.21,82.36,34.08,114.89,35.96,147.43,37.84,179.96,39.72
150478_1,150478,RAINBOW 4 4,1,Closed,73.09,57.6,212.5,YES,5,7.79,0.0023,0.0,3.485,0,YES,150475,NG (Natural Gas),1.042,-69.04,108.16,YES,212.5,Piecewise Linear,NaturalGasFiredCombinedCycle_150478_1,Natural Gas Fired Combined Cycle,1.6434,4,4,U212,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,2655.55,57.6,39.4,88.58,41.56,119.56,43.72,150.54,45.88,181.52,48.04
150481_1,150481,PERRIN 2 3,1,Closed,264.86,34.08,290.5,YES,5,8.45,0.0012,0.0,3.188,0,YES,150479,NG (Natural Gas),1.04,-78.03,147.86,YES,290.5,Piecewise Linear,NaturalGasFiredCombinedCycle_150481_1,Natural Gas Fired Combined Cycle,1.98,4,4,U290,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1390.41,34.08,34.87,85.36,38.14,136.65,41.41,187.93,44.68,239.22,47.95
150482_1,150482,PERRIN 2 4,1,Closed,290.5,117.8,290.5,YES,5,8.3,0.0011,0.0,3.059,0,YES,150479,NG (Natural Gas),1.04,-72.97,147.86,YES,290.5,Piecewise Linear,NaturalGasFiredCombinedCycle_150482_1,Natural Gas Fired Combined Cycle,1.98,4,4,U290,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,5282.22,117.8,38.33,152.34,40.44,186.88,42.55,221.42,44.66,255.96,46.78
150483_1,150483,PERRIN 2 5,1,Closed,165.0,48.08,165.0,YES,5,8.14,0.0022,0.0,2.985,0,YES,150483,NG (Natural Gas),1.04,-49.59,83.99,YES,165.0,Piecewise Linear,NaturalGasFiredCombinedCycle_150483_1,Natural Gas Fired Combined Cycle,1.122,4,4,U165,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1860.27,48.08,33.07,71.46,34.47,94.85,35.86,118.23,37.26,141.62,38.65
150484_1,150484,PERRIN 2 6,1,Closed,165.0,19.26,165.0,YES,5,8.2,0.0026,0.0,3.216,0,YES,150479,NG (Natural Gas),1.04,-56.66,83.99,YES,165.0,Piecewise Linear,NaturalGasFiredCombinedCycle_150484_1,Natural Gas Fired Combined Cycle,1.122,4,4,U165,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,763.18,19.26,33.87,48.41,35.74,77.56,37.62,106.7,39.49,135.85,41.37
150485_1,150485,PERRIN 2 7,1,Closed,165.0,70.83,165.0,YES,5,8.34,0.002,0.0,3.488,0,YES,150485,NG (Natural Gas),1.04,-57.24,83.99,YES,165.0,Piecewise Linear,NaturalGasFiredCombinedCycle_150485_1,Natural Gas Fired Combined Cycle,1.122,4,4,U165,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,3327.24,70.83,40.15,89.66,41.46,108.5,42.78,127.33,44.09,146.17,45.41
150486_1,150486,PERRIN 2 8,1,Closed,165.0,76.51,165.0,YES,5,7.99,0.0018,0.0,3.347,0,YES,150486,NG (Natural Gas),1.04,-51.99,83.99,YES,165.0,Piecewise Linear,NaturalGasFiredCombinedCycle_150486_1,Natural Gas Fired Combined Cycle,1.122,4,4,U165,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,3481.1,76.51,38.89,94.21,40.07,111.91,41.26,129.6,42.44,147.3,43.63
150488_1,150488,POOLVILLE 2 2,1,Closed,214.86,78.65,230.0,YES,5,8.26,0.0013,0.0,3.409,0,YES,150488,NG (Natural Gas),1.04,-75.97,117.07,YES,230.0,Piecewise Linear,NaturalGasFiredCombinedCycle_150488_1,Natural Gas Fired Combined Cycle,1.65,4,4,U230,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,3677.9,78.65,39.97,108.92,42.03,139.19,44.1,169.46,46.16,199.73,48.22
150489_1,150489,POOLVILLE 2 3,1,Closed,225.0,109.5,225.0,YES,5,7.26,0.0028,0.0,3.232,0,YES,150487,NG (Natural Gas),1.036,-57.57,114.52,YES,225.0,Piecewise Linear,NaturalGasFiredCombinedCycle_150489_1,Natural Gas Fired Combined Cycle,1.5972,4,4,U225,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,5095.31,109.5,39.77,132.6,41.26,155.7,42.76,178.8,44.25,201.9,45.74
150490_1,150490,POOLVILLE 2 4,1,Closed,225.0,59.72,225.0,YES,5,8.7,0.0008,0.0,3.332,0,YES,150490,NG (Natural Gas),1.04,-56.44,114.52,YES,225.0,Piecewise Linear,NaturalGasFiredCombinedCycle_150490_1,Natural Gas Fired Combined Cycle,1.5972,4,4,U225,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,2644.7,59.72,37.85,92.78,40.05,125.83,42.26,158.89,44.46,191.94,46.66
150492_1,150492,DESDEMONA 3 2,1,Closed,60.0,27.95,60.0,YES,5,0.0,0.0,4.48,0.0,0,YES,150492,WND (Wind),1.04,-17.28,28.13,YES,60.0,Piecewise Linear,OnshoreWindTurbine_150492_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.95,0.0,34.36,0.0,40.77,0.0,47.18,0.0,53.59,0.0
150496_1,150496,BRYSON 1 2,1,Closed,120.0,45.51,120.0,YES,5,0.0,0.0,5.467,0.0,0,YES,150496,WND (Wind),1.04,-40.4,44.46,YES,120.0,Piecewise Linear,OnshoreWindTurbine_150496_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.51,0.0,60.41,0.0,75.31,0.0,90.2,0.0,105.1,0.0
150499_1,150499,OLNEY 2 3,1,Closed,112.16,112.16,225.0,YES,5,0.0,0.0,5.372,0.0,0,YES,150499,WND (Wind),1.04,-71.14,73.89,YES,225.0,Piecewise Linear,OnshoreWindTurbine_150499_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.16,0.0,134.73,0.0,157.3,0.0,179.86,0.0,202.43,0.0
150502_1,150502,WINDTHORST 2 3,1,Closed,26.89,26.89,161.0,YES,5,0.0,0.0,4.466,0.0,0,YES,150502,WND (Wind),1.04,-48.32,66.1,YES,161.0,Piecewise Linear,OnshoreWindTurbine_150502_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.89,0.0,53.71,0.0,80.53,0.0,107.36,0.0,134.18,0.0
150505_1,150505,BRYSON 2 3,1,Closed,150.0,63.38,150.0,YES,5,0.0,0.0,5.278,0.0,0,YES,150505,WND (Wind),1.04,-43.56,50.7,YES,150.0,Piecewise Linear,OnshoreWindTurbine_150505_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.38,0.0,80.7,0.0,98.03,0.0,115.35,0.0,132.68,0.0
150507_1,150507,MUENSTER 5 2,1,Closed,112.5,17.68,112.5,YES,5,0.0,0.0,5.222,0.0,0,YES,150507,WND (Wind),1.04,-30.07,52.97,YES,112.5,Piecewise Linear,OnshoreWindTurbine_150507_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68,0.0,36.64,0.0,55.61,0.0,74.57,0.0,93.54,0.0
150510_1,150510,ODELL 1 2,1,Closed,135.4,33.61,135.4,YES,5,0.0,0.0,5.046,0.0,0,YES,150510,WND (Wind),1.04,-35.37,59.57,YES,135.4,Piecewise Linear,OnshoreWindTurbine_150510_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.61,0.0,53.97,0.0,74.33,0.0,94.68,0.0,115.04,0.0
150512_1,150512,JACKSBORO 3 2,1,Closed,110.0,45.8,110.0,YES,5,0.0,0.0,5.319,0.0,0,YES,150512,WND (Wind),1.04,-30.72,39.41,YES,110.0,Piecewise Linear,OnshoreWindTurbine_150512_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,0.0,58.64,0.0,71.48,0.0,84.32,0.0,97.16,0.0
150515_1,150515,WINDTHORST 3 3,1,Closed,46.71,46.71,204.0,YES,5,0.0,0.0,4.456,0.0,0,YES,150513,WND (Wind),1.04,-59.71,61.4,YES,204.0,Piecewise Linear,OnshoreWindTurbine_150515_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.71,0.0,78.17,0.0,109.63,0.0,141.08,0.0,172.54,0.0
150517_1,150517,WINDTHORST 4 2,1,Closed,33.41,33.41,67.6,YES,5,0.0,0.0,3.598,0.0,0,YES,150517,WND (Wind),1.04,-17.27,32.49,YES,67.6,Piecewise Linear,OnshoreWindTurbine_150517_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.41,0.0,40.25,0.0,47.09,0.0,53.92,0.0,60.76,0.0
150520_1,150520,SEYMOUR 3 2,1,Closed,150.0,34.28,150.0,YES,5,0.0,0.0,4.872,0.0,0,YES,150520,WND (Wind),1.04,-47.27,50.99,YES,150.0,Piecewise Linear,OnshoreWindTurbine_150520_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.28,0.0,57.42,0.0,80.57,0.0,103.71,0.0,126.86,0.0
150523_1,150523,RAINBOW 5 3,1,Closed,121.13,83.67,458.3,YES,5,7.9,0.0003,0.0,3.235,0,YES,150521,NG (Natural Gas),1.041,-121.94,233.27,YES,458.3,Piecewise Linear,NaturalGasFiredCombinedCycle_150523_1,Natural Gas Fired Combined Cycle,3.20166,4,4,U458,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,3815.45,83.67,38.98,158.6,43.82,233.52,48.67,308.45,53.52,383.37,58.37
150524_1,150524,RAINBOW 5 4,1,Closed,166.16,96.89,327.8,YES,5,7.6,0.0026,0.0,2.971,0,YES,150521,NG (Natural Gas),1.041,-88.25,166.85,YES,327.8,Piecewise Linear,NaturalGasFiredCombinedCycle_150524_1,Natural Gas Fired Combined Cycle,2.33178,4,4,U327,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,4098.38,96.89,36.15,143.07,38.9,189.25,41.64,235.44,44.39,281.62,47.13
150525_1,150525,RAINBOW 5 5,1,Closed,108.92,53.83,329.3,YES,5,7.69,0.0013,0.0,3.21,0,YES,150521,NG (Natural Gas),1.041,-88.39,167.61,YES,329.3,Piecewise Linear,NaturalGasFiredCombinedCycle_150525_1,Natural Gas Fired Combined Cycle,2.34036,4,4,U329,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,2295.04,53.83,36.44,108.92,39.98,164.02,43.51,219.11,47.05,274.21,50.59
150528_1,150528,OKLAUNION 2 3,1,Closed,65.32,65.32,230.0,YES,5,0.0,0.0,5.414,0.0,0,YES,150526,WND (Wind),1.04,-76.47,98.89,YES,230.0,Piecewise Linear,OnshoreWindTurbine_150528_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.32,0.0,98.26,0.0,131.19,0.0,164.13,0.0,197.06,0.0
150531_1,150531,MUENSTER 6 3,1,Closed,125.0,23.31,125.0,YES,5,0.0,0.0,4.863,0.0,0,YES,150531,WND (Wind),1.04,-38.24,53.96,YES,125.0,Piecewise Linear,OnshoreWindTurbine_150531_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.31,0.0,43.65,0.0,63.99,0.0,84.32,0.0,104.66,0.0
150534_1,150534,MINGUS 4 3,1,Closed,100.5,18.94,100.5,YES,5,0.0,0.0,4.377,0.0,0,YES,150534,WND (Wind),1.04,-28.76,30.71,YES,100.5,Piecewise Linear,OnshoreWindTurbine_150534_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.94,0.0,35.25,0.0,51.56,0.0,67.88,0.0,84.19,0.0
150541_1,150541,DENTON 2 3,1,Closed,18.8,8.67,18.8,YES,5,8.42,0.002,0.0,3.488,0,YES,150541,NG (Natural Gas),1.04,-5.25,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150541_1,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,360.31,8.67,35.52,10.7,35.66,12.72,35.8,14.75,35.94,16.77,36.09
150541_2,150541,DENTON 2 3,2,Closed,18.8,7.56,18.8,YES,5,9.18,0.0014,0.0,3.418,0,YES,150541,NG (Natural Gas),1.04,-6.01,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150541_2,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,307.24,7.56,34.74,9.81,34.89,12.06,35.04,14.3,35.2,16.55,35.35
150542_1,150542,DENTON 2 4,1,Closed,18.8,4.22,18.8,YES,5,8.54,0.0007,0.0,3.081,0,YES,150542,NG (Natural Gas),1.04,-6.45,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150542_1,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,153.63,4.22,31.11,7.14,31.29,10.05,31.47,12.97,31.65,15.88,31.83
150543_1,150543,DENTON 2 5,1,Closed,18.8,3.9,18.8,YES,5,8.79,0.0,0.0,3.162,0,YES,150543,NG (Natural Gas),1.04,-5.27,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150543_1,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,145.62,3.9,31.91,6.88,32.1,9.86,32.29,12.84,32.48,15.82,32.67
150543_2,150543,DENTON 2 5,2,Closed,18.8,7.92,18.8,YES,5,8.02,0.0015,0.0,3.185,0,YES,150543,NG (Natural Gas),1.04,-5.59,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150543_2,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,300.13,7.92,32.39,10.1,32.53,12.27,32.67,14.45,32.8,16.62,32.94
150544_1,150544,DENTON 2 6,1,Closed,18.8,6.95,18.8,YES,5,8.24,0.002,0.0,3.179,0,YES,150544,NG (Natural Gas),1.04,-4.96,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150544_1,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,262.4,6.95,32.27,9.32,32.42,11.69,32.57,14.06,32.72,16.43,32.87
150544_2,150544,DENTON 2 6,2,Closed,18.8,3.86,18.8,YES,5,8.82,0.0016,0.0,3.413,0,YES,150544,NG (Natural Gas),1.04,-4.93,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150544_2,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,155.56,3.86,34.44,6.85,34.65,9.84,34.85,12.82,35.06,15.81,35.26
150545_1,150545,DENTON 2 7,1,Closed,18.8,2.38,18.8,YES,5,8.79,0.0016,0.0,3.348,0,YES,150545,NG (Natural Gas),1.04,-6.06,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150545_1,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,93.83,2.38,33.69,5.66,33.91,8.95,34.13,12.23,34.35,15.52,34.57
150545_2,150545,DENTON 2 7,2,Closed,18.8,9.17,18.8,YES,5,8.41,0.0021,0.0,3.176,0,YES,150545,NG (Natural Gas),1.04,-6.13,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150545_2,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,347.33,9.17,32.37,11.1,32.5,13.02,32.62,14.95,32.74,16.87,32.86
150546_1,150546,DENTON 2 8,1,Closed,18.8,2.61,18.8,YES,5,8.87,0.0003,0.0,3.037,0,YES,150546,NG (Natural Gas),1.04,-4.9,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150546_1,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,93.38,2.61,30.58,5.85,30.77,9.09,30.97,12.32,31.17,15.56,31.36
150546_2,150546,DENTON 2 8,2,Closed,18.8,2.95,18.8,YES,5,8.59,0.0005,0.0,3.05,0,YES,150546,NG (Natural Gas),1.04,-4.78,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150546_2,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,106.06,2.95,30.73,6.12,30.92,9.29,31.12,12.46,31.31,15.63,31.5
150547_1,150547,DENTON 2 9,1,Closed,18.8,8.22,18.8,YES,5,8.7,0.0004,0.0,2.973,0,YES,150547,NG (Natural Gas),1.04,-6.02,9.57,YES,18.8,Piecewise Linear,NaturalGasInternalCombustionEngine_150547_1,Natural Gas Internal Combustion Engine,4.7,1,1,U18,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,290.93,8.22,30.25,10.34,30.38,12.45,30.5,14.57,30.63,16.68,30.75
150549_1,150549,SEYMOUR 4 2,1,Closed,30.2,8.08,30.2,YES,5,0.0,0.0,4.721,0.0,0,YES,150549,WND (Wind),1.04,-8.27,10.97,YES,30.2,Piecewise Linear,OnshoreWindTurbine_150549_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08,0.0,12.5,0.0,16.93,0.0,21.35,0.0,25.78,0.0
150552_1,150552,VERNON 2 3,1,Closed,24.33,24.33,183.8,YES,5,0.0,0.0,3.934,0.0,0,YES,150552,WND (Wind),1.04,-52.24,62.45,YES,183.8,Piecewise Linear,OnshoreWindTurbine_150552_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.33,0.0,56.22,0.0,88.12,0.0,120.01,0.0,151.91,0.0
150554_1,150554,BLUM 2 2,1,Closed,9.9,4.26,9.9,YES,5,0.0,0.0,4.078,0.0,0,YES,150554,SUN (Solar),1.04,-3.16,3.42,YES,9.9,Piecewise Linear,SolarPhotovoltaic_150554_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.0,5.39,0.0,6.52,0.0,7.64,0.0,8.77,0.0
160189_1,160189,CORPUS CHRISTI 27 2,1,Closed,86.55,86.55,319.0,YES,5,7.38,0.0029,0.0,3.245,0,YES,160188,NG (Natural Gas),1.04,-79.76,162.37,YES,319.0,Piecewise Linear,NaturalGasFiredCombinedCycle_160189_1,Natural Gas Fired Combined Cycle,2.145,4,4,U319,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,3931.19,86.55,38.82,133.04,41.84,179.53,44.86,226.02,47.87,272.51,50.89
